-0.526, 0, 0.851
0.526, 0, 0.851
-0.526, 0, -0.851
0.526, 0, -0.851
0, 0.851, 0.526
0, 0.851, -0.526
0, -0.851, 0.526
0, -0.851, -0.526
0.851, 0.526, 0
-0.851, 0.526, 0
0.851, -0.526, 0
-0.851, -0.526, 0
